text,category
A neighbor has built a cattle shed that shares a wall with my kitchen causing a severe hygiene issue,Property_and_Land_Laws
I am unable to sell my flat because the building has been declared an 'unauthorized construction' by the court,Property_and_Land_Laws
The tenant has changed all the locks of the house and is not answering my calls or emails,Property_and_Land_Laws
The seller is demanding 50% of the payment in cash to avoid paying capital gains tax,Property_and_Land_Laws
My neighbor has blocked the drainage pipe that carries rainwater from my terrace to the street,Property_and_Land_Laws
The builder is charging interest on delayed payments while they haven't even started the foundation work,Property_and_Land_Laws
I found out that my property is part of a larger 'Waqf Board' land that cannot be sold to individuals,Property_and_Land_Laws
The sub-registrar office lost the physical file of my property registration from five years ago,Property_and_Land_Laws
The tenant is refusing to pay the increased rent as per the 10% annual hike clause in the agreement,Property_and_Land_Laws
A neighbor has built an additional floor that is leaning towards my house and looks structurally unstable,Property_and_Land_Laws
The builder is refusing to hand over the original title deeds to the society's managing committee,Property_and_Land_Laws
A local villager is claiming that my plot includes a portion of a traditional village pathway,Property_and_Land_Laws
I was sold a 'Penthouse' that turns out to be an illegal construction on the building's common terrace,Property_and_Land_Laws
The tenant is refusing to vacate despite a court order because he has a small child and elderly parents,Property_and_Land_Laws
The seller used an 'Impersonator' at the sub-registrar office to sell a property that belongs to his NRI cousin,Property_and_Land_Laws
The builder is asking for an extra 10% 'Infrastructure Fee' which was not in the original cost sheet,Property_and_Land_Laws
My neighbor has dug a deep trench right next to my foundation wall causing my house to develop cracks,Property_and_Land_Laws
The registration department has undervalued my property and is demanding a huge amount as 'additional stamp duty,Property_and_Land_Laws
I found that my land has been 'Gifted' to a local trust by my uncle who had no legal authority to do so,Property_and_Land_Laws
The tenant is claiming that he paid the rent in cash for the last year but has no receipts to prove it,Property_and_Land_Laws
A mobile tower company has installed a tower on my neighbor’s roof which is vibrating my entire house,Property_and_Land_Laws
The builder is refusing to fix the severe water leakage in my new flat claiming the warranty has expired,Property_and_Land_Laws
I am being denied a water connection because my plot is part of an 'unapproved' private layout,Property_and_Land_Laws
The seller backed out of the deal after I had already paid 20% of the price as a token amount,Property_and_Land_Laws
The tenant is keeping ten stray dogs inside the one-bedroom flat causing a nuisance to the neighbors,Property_and_Land_Laws
A neighbor is claiming 'Easement Rights' to use my private driveway to reach his backyard,Property_and_Land_Laws
The builder is using the 'Sinking Fund' collected from residents for his own office expenses,Property_and_Land_Laws
The land I inherited is being cultivated by a local farmer who claims he has 'Tiller's Rights' from the 1970s,Property_and_Land_Laws
The registration of my property is stuck because the PAN card of the seller has been deactivated,Property_and_Land_Laws
The tenant has repainted the entire house in bright neon colors without my permission,Property_and_Land_Laws
A neighbor is burning garbage right next to my wooden fence causing a fire hazard,Property_and_Land_Laws
The builder is refusing to allow me to do my own interior work until I pay a 'Workmanship Fee,Property_and_Land_Laws
I found that a portion of my ancestral land was sold by the government for a highway without notice,Property_and_Land_Laws
The sub-registrar is asking for a bribe to process my registration which has been pending for a month,Property_and_Land_Laws
The tenant is refusing to pay the society maintenance charges which are now exceeding fifty thousand rupees,Property_and_Land_Laws
A neighbor has built a balcony that overlooks my private courtyard destroying my family's privacy,Property_and_Land_Laws
The builder is forcing me to take a flat on a lower floor than the one I originally booked,Property_and_Land_Laws
I discovered that my property has been listed on a 'Distressed Sale' website by a fraudster agent,Property_and_Land_Laws
The seller is refusing to clear the outstanding property tax before the registration,Property_and_Land_Laws
The tenant is refusing to move out even after I offered to help him with the shifting expenses,Property_and_Land_Laws
A neighbor has planted a row of trees that are now blocking my view of the main road,Property_and_Land_Laws
The builder is refusing to provide a 'Completion Certificate' for the amenities like gym and pool,Property_and_Land_Laws
I am unable to get an electricity meter because my name is not yet updated in the municipal records,Property_and_Land_Laws
The seller is claiming that he is only a 'co-owner' and cannot sell without his brother's consent,Property_and_Land_Laws
The tenant has installed a heavy industrial machine in the garage causing constant noise and vibration,Property_and_Land_Laws
A neighbor is claiming that the common wall between our houses belongs entirely to him,Property_and_Land_Laws
The builder is using sub-standard electrical wiring that has already caused a small fire in the lobby,Property_and_Land_Laws
I found that my land was 'attached' by the Income Tax department for the previous owner's dues,Property_and_Land_Laws
The sub-registrar office is not accepting my 'E-stamp' paper saying only physical stamps are valid there,Property_and_Land_Laws
The tenant is threatening to commit suicide if I try to evict him legally,Property_and_Land_Laws
A neighbor has built a small temple on the boundary line between our two plots,Property_and_Land_Laws
The builder is refusing to provide a detailed breakup of the 'Other Charges' amounting to five lakhs,Property_and_Land_Laws
I discovered that my property title is 'presumptive' and not 'conclusive' under the old land laws,Property_and_Land_Laws
The seller is refusing to hand over the physical possession of the property after the registration,Property_and_Land_Laws
The tenant is claiming that I disconnected the water supply which is actually a city-wide problem,Property_and_Land_Laws
A neighbor is claiming that my septic tank is leaking into his underground water tank,Property_and_Land_Laws
The builder is refusing to register the society and is continuing to manage it through his own agency,Property_and_Land_Laws
I found that my land survey number is missing from the new digitized land records portal,Property_and_Land_Laws
The sub-registrar is demanding a 'Succession Certificate' even though I have a registered will,Property_and_Land_Laws
The tenant has built an extra room in the backyard using tin sheets and bricks,Property_and_Land_Laws
A neighbor is parking his motorcycle in front of my gate every day blocking my car,Property_and_Land_Laws
