text,type
My company is forcing me to resign and saying if I don't resign they will terminate me with a 'bad conduct' remark. This is mental harassment. What are my legal options to save my career?,Legal_Request
I found that my name is missing from the voter list even though I have a valid voter ID card. How can I legally challenge this and get my name added before the next month's election?,Legal_Request
Someone has taken my car on rent and now they are not returning it and not paying the rent either. I suspect they have sold the car. How can I file a case for criminal breach of trust?,Legal_Request
I want to know if it is legal for a hospital to refuse to give the dead body of a relative because of unpaid medical bills? Is there any court order against such hospital practice?,Legal_Request
My sister is being blackmailed by her ex-boss who has some of her personal chat records. He is asking her to continue working for free. How can we file a complaint anonymously to protect her?,Legal_Request
"I want to start a business of selling herbal cosmetics. What are the legal licenses required like trade license,GST or any specific health department permission for herbal products?",Legal_Request
Someone has filed a fake complaint against me in the office and I am facing a disciplinary inquiry. I want to know if I have a right to take a lawyer with me for the inquiry?,Legal_Request
My grandfather's property was distributed among his sons but his daughters were not given anything. Can my mother file a case now for her share even after 20 years of the property division?,Legal_Request
I was wrongly charged for a 'no parking' fine when I had actually parked in a designated parking lot. I have the parking receipt. How can I get this challan cancelled and get my money back?,Legal_Request
I want to know the legal process for a name change in the birth certificate of a child after 10 years of birth? Is it possible to do it at the local municipality office directly?,Legal_Request
My daughter was injured in a school bus accident due to the driver's negligence. The school is refusing to pay for the hospital bills. How can I sue the school and the bus contractor together?,Legal_Request
Someone is using my business's secret recipes and selling the same items in a different name. I had made them sign a non-disclosure agreement. How to enforce the NDA through the legal system?,Legal_Request
I want to know if it is legal for a private developer to block a public road for his construction work? The whole locality is suffering because of this blockage. Where to file a complaint?,Legal_Request
My father died and left a lot of debt. Are we his children legally responsible to pay back his personal loans and credit card bills from our own income? What does the law say about this?,Legal_Request
Someone is calling my wife and saying very bad things and then hanging up. We have the phone number. Can we go to the police station and get the call records and catch the person?,Legal_Request
I want to know the legal way to get a shop vacated from a tenant who has not paid rent for 2 years and has now sublet the shop to someone else without my permission?,Legal_Request
I bought a water purifier and it is not working since day one. The company technician came 5 times but the problem is still there. Can I ask for a full refund through the consumer court?,Legal_Request
My brother is being harassed by a group of people who are asking for protection money to run his small tea shop. They are saying they will burn the shop. How can we get police protection?,Legal_Request
I want to know if a Hindu marriage is legally valid if it was not registered but all religious ceremonies like Saptapadi were performed? Is a marriage certificate mandatory for visa purposes?,Legal_Request
Someone has created a fake website that looks exactly like my bank's website and stolen my login credentials. I have lost 2 lakhs. How can I get the bank to reimburse my loss?,Legal_Request
I want to know the legal procedure to file a complaint against a judge who is clearly favoring the other party in my civil case and not even listening to my lawyer's arguments?,Legal_Request
My neighbor has a huge old building that is in a very dangerous condition and might fall on my house anytime. I complained to the municipality but no action. Can I move the court for its demolition?,Legal_Request
I was promised a high-interest rate on a fixed deposit by a local finance company but now they have closed their office and the owner is missing. How can all the depositors file a joint case?,Legal_Request
I want to know if it is legal for a company to check my personal social media accounts before giving me a job? Is it a violation of my privacy rights under the Indian constitution?,Legal_Request
My husband is suspicious of me and has hidden a GPS tracker in my car and a recording device in my room. This is making me very uncomfortable. Can I file a case for mental cruelty?,Legal_Request
I want to know the legal procedure to get a succession certificate for my deceased father's shares in a private company. Do I have to go to the district court or a high court for this?,Legal_Request
Someone has intentionally scratched my brand new car which was parked in my apartment's parking lot. I have the CCTV proof showing my neighbor doing it. Can I file a police case for mischief?,Legal_Request
I want to know if it is legal for a doctor to charge different fees from different patients for the same procedure? Is there any government regulation for hospital and doctor fees in India?,Legal_Request
My sister was married for only 6 months and she died under mysterious circumstances at her in-laws house. They are saying it was an accident. How can we demand a re-postmortem and a thorough investigation?,Legal_Request
